kind,id,title,views,updated,primary_job,primary_subjob,secondary,stages,content_type,outdated,outdated_reason,why,url
post,4710531,Appointing an Officer(s) - Sample Board Resolutions,141,2022-05-24,Build and run your board,Board resolutions library,"Meetings: agendas, minutes, notice, first four meetings",planning; startup; open,template,False,,"Sample board resolution for appointing officers such as the chair, treasurer, or secretary.",https://connected.wildflowerschools.org/posts/4710531-appointing-an-officer-s-sample-board-resolutions
post,4545789,Sample Payroll Advance Board Resolution and Policy (April-Dec 2020),130,2021-12-07,Build and run your board,Board resolutions library,"Board policies (conflict of interest, nepotism, whistleblower, retention); Compensation, payroll, and benefits",planning; open,template,False,,Sample board resolution and policy authorizing payroll advances.,https://connected.wildflowerschools.org/posts/4545789-sample-payroll-advance-board-resolution-and-policy-april-dec-2020
post,4710346,Establishing a New Board Committee - Sample Board Resolution,98,2022-05-24,Build and run your board,Board resolutions library,"Meetings: agendas, minutes, notice, first four meetings; Board policies (conflict of interest, nepotism, whistleblower, retention)",planning; startup; open,template,False,,Sample board resolution for establishing a formal board committee and documenting its approval.,https://connected.wildflowerschools.org/posts/4710346-establishing-a-new-board-committee-sample-board-resolution
post,4710569,Granting Contract Authority - Sample Board Resolution,97,2022-05-24,Build and run your board,Board resolutions library,"Fiscal policies, audits, and the 990",planning; startup; open,template,False,,Sample board resolution granting named school members authority to sign contracts and loans.,https://connected.wildflowerschools.org/posts/4710569-granting-contract-authority-sample-board-resolution
post,4545868,Sample Board Resolution for Teacher Leader Compensation,90,2021-12-07,Build and run your board,Board resolutions library,"Compensation, payroll, and benefits; Board policies (conflict of interest, nepotism, whistleblower, retention)",planning; startup; open,template,False,,Sample board resolution approving teacher leader compensation and supporting periodic conflict-of-interest review.,https://connected.wildflowerschools.org/posts/4545868-sample-board-resolution-for-teacher-leader-compensation
post,4545726,Sample Board Resolution to Borrow Money (Take out a Loan),80,2022-05-10,Build and run your board,Board resolutions library,Wildflower loans and grants,planning; startup; open,template,False,,Sample board resolution authorizing the school to borrow money or take out a loan.,https://connected.wildflowerschools.org/posts/4545726-sample-board-resolution-to-borrow-money-take-out-a-loan
post,4710520,Appointing Members and Chairs to Established Board Committees - Sample Board Resolution,75,2022-05-24,Build and run your board,Board resolutions library,"Meetings: agendas, minutes, notice, first four meetings",planning; open,template,False,,Sample resolution for appointing members or chairs to established board committees.,https://connected.wildflowerschools.org/posts/4710520-appointing-members-and-chairs-to-established-board-committees-sample-board-reso
post,4730761,Approving a Large Spending Item (Contract) - Sample Board Resolution,66,2022-06-17,Build and run your board,Board resolutions library,"Fiscal policies, audits, and the 990",planning; startup; open,template,False,,Sample board resolution authorizing a large contract or other spending item.,https://connected.wildflowerschools.org/posts/4730761-approving-a-large-spending-item-contract-sample-board-resolution
post,4710513,Establishing a New Advisory Committee - Sample Board Resolution,43,2022-05-24,Build and run your board,Board resolutions library,"Meetings: agendas, minutes, notice, first four meetings",planning; startup; open,template,False,,"Sample board resolution for establishing an advisory committee, with guidance on recording and filing the vote.",https://connected.wildflowerschools.org/posts/4710513-establishing-a-new-advisory-committee-sample-board-resolution
post,4931219,Elección de un Miembro de la Junta - Resolución Templatizado,39,2023-01-25,Build and run your board,Board resolutions library,"Meetings: agendas, minutes, notice, first four meetings",planning; startup; open,template,False,,Plantilla de resolución para elegir a un miembro de la junta directiva.,https://connected.wildflowerschools.org/posts/4931219-eleccion-de-un-miembro-de-la-junta-resolucion-templatizado
post,4931224,Aprobación del Acuerdo de Afiliación con Wildflower - Resolución Templatizado,37,2023-01-25,Build and run your board,Board resolutions library,Network Membership and charter affiliation agreements,planning,template,False,,Spanish template board resolution approving the Wildflower affiliation agreement.,https://connected.wildflowerschools.org/posts/4931224-aprobacion-del-acuerdo-de-afiliacion-con-wildflower-resolucion-templatizado
post,4547967,Sample Board Resolution to Furlough Teacher Leaders,26,2021-12-08,Build and run your board,Board resolutions library,"Compensation, payroll, and benefits",startup; open,template,False,,Sample board resolution for furloughing teacher leaders.,https://connected.wildflowerschools.org/posts/4547967-sample-board-resolution-to-furlough-teacher-leaders
post,4545475,Sample Board Resolution to Borrow Money (PPP),24,2022-02-22,Build and run your board,Board resolutions library,"Wildflower loans and grants; Fiscal policies, audits, and the 990",startup; open,template,True,PPP-specific guidance and funding program documentation are from the COVID-era and may no longer apply.,Sample board resolution authorizing PPP borrowing and loan forgiveness applications.,https://connected.wildflowerschools.org/posts/4545475-sample-board-resolution-to-borrow-money-ppp
post,5896728,How is a Teacher Leader removed from a school,23,2025-11-19,Build and run your board,Board resolutions library,"Board policies (conflict of interest, nepotism, whistleblower, retention); Hiring: postings, offers, contracts, visas, onboarding",planning; startup; open,guide,False,,Guidance on the board’s authority and process for removing a Teacher Leader.,https://connected.wildflowerschools.org/posts/5896728-how-is-a-teacher-leader-removed-from-a-school
post,5244105,Foundation: Process for Submitting Items to TWF Board (by email),13,2023-12-11,Build and run your board,Board resolutions library,"Meetings: agendas, minutes, notice, first four meetings; Working for the Foundation and internal process",planning; startup; open,template,False,,Guide and template for submitting board resolutions and approval requests by email.,https://connected.wildflowerschools.org/posts/5244105-foundation-process-for-submitting-items-to-twf-board-by-email
post,4528466,Direction for Using Annotated Board Resolutions,6,2021-11-16,Build and run your board,Board resolutions library,,planning; startup; open,guide,False,,Instructions for copying and resolving annotations in sample board resolutions.,https://connected.wildflowerschools.org/posts/4528466-direction-for-using-annotated-board-resolutions
post,4409957,Advice Process,341,2021-08-05,Practice self-management and culture,The advice process,Roles and responsibilities; The principles and purpose,planning; startup; open,policy,False,,Explains Wildflower’s required advice process for making decisions that affect stakeholders.,https://connected.wildflowerschools.org/posts/4409957-advice-process
post,4834929,The Advice Process Module - Welcome,278,2022-10-24,Practice self-management and culture,The advice process,Self-management learning series; Radical transparency and wholeness,discovery; visioning; planning; startup; open,training,False,,Welcome lesson for the self-management learning series module on the advice process.,https://connected.wildflowerschools.org/posts/4834929-the-advice-process-module-welcome
post,4407574,The Role of the Advice Process in the School Startup Journey,274,2022-03-23,Practice self-management and culture,The advice process,How the School Startup Journey works,visioning; planning; startup,training,False,,Explains how emerging teacher leaders use the advice process during school startup transitions.,https://connected.wildflowerschools.org/posts/4407574-the-role-of-the-advice-process-in-the-school-startup-journey
